"","ctrl_1","ctrl_2","ctrl_3","ctrl_4","ctrl_5","tx_1","tx_2","tx_3","tx_4","tx_5"
"Prr13",2588,1989,3708,1224,1944,3821,3419,4589,2154,3894
"Amhr2",0,0,0,0,0,0,0,0,0,0
"Npff",7,32,18,149,0,0,0,0,58,32
"Tarbp2",2,0,0,3,10,5,6,14,6,9
"Atf7",76,46,351,175,81,82,191,229,163,303
"Mir688",0,0,0,0,0,0,0,0,0,0
"Gm38436",0,0,0,0,0,0,0,0,0,0
"Calcoco1",236,51,484,257,132,280,254,135,221,391
"Atp5g2",21,17,33,0,0,5,6,33,17,66
"Hoxc9",22,6,58,20,118,44,6,3,0,70
"Hoxc10",0,0,14,0,0,0,0,0,0,0
"Mir196a-2",0,0,0,0,0,0,0,0,0,0
"Hoxc11",0,0,0,0,0,0,0,0,0,0
"Hoxc8",76,126,366,210,141,82,22,77,115,141
"Hoxc6",0,85,78,53,57,20,31,14,48,4
"Hoxc13",0,0,0,0,0,0,1,0,0,0
"Hoxc12",0,0,0,0,0,0,0,0,0,0
"Hoxc5",0,0,0,0,36,0,0,0,0,0
"Hotair",0,0,0,0,0,0,0,0,0,0
"Mir615",0,0,0,0,0,0,0,0,0,0
"Hoxc4",24,13,35,0,20,15,0,0,0,14
"D930007P13Rik",0,0,0,0,0,0,0,0,0,0
"Hnrnpa1",652,981,253,116,516,639,764,936,472,659
"Cbx5",909,584,672,984,664,529,566,443,517,354
"Gm10052",0,0,0,0,0,0,0,0,0,0
"Nfe2",0,0,0,0,0,0,19,0,0,0
"Mir148b",0,0,0,0,0,0,0,0,0,0
"Gpr84",14,0,0,0,0,0,0,0,0,0
"Mir6963",0,0,0,0,0,0,0,0,0,0
"Zfp385a",125,97,174,87,41,108,171,300,148,192
"Itga5",0,11,2,0,0,27,2,53,0,69
"Nckap1l",1642,1919,3956,1314,1322,2388,2968,5377,2435,3904
"Pde1b",72,85,264,39,107,119,232,225,117,264
"Ppp1r1a",0,0,10,30,0,0,23,0,0,0
"BC048502",0,0,0,0,0,0,0,0,0,0
"Glycam1",895,17707,140,4281,12865,44,62,51,12,168
"Mucl2",0,0,0,0,0,0,0,0,0,0
"Cadm2",0,0,0,0,0,3,1,5,0,0
"Spag6l",0,0,0,0,0,0,0,0,0,0
"Bbx",460,485,334,628,377,347,467,262,145,465
"Slc12a8",0,0,0,0,0,0,0,16,0,0
"Lsamp",0,0,0,0,0,0,0,0,21,0
"Rbfox1",0,31,0,0,0,0,3,0,1,0
"Crebbp",1570,2380,1330,3002,1971,1107,1200,1059,506,1237
"Alg1",193,272,469,123,252,641,544,695,242,446
"Snx29",0,106,29,125,123,104,31,55,18,29
"Prkdc",74,3,128,228,160,131,198,224,109,155
"Ciita",472,403,978,676,381,516,465,622,533,534
"Parn",122,114,302,163,154,189,198,415,297,195
"Kng1",0,0,0,0,0,0,0,0,0,0
"Senp2",621,537,681,843,313,471,721,475,259,687
"Mrpl40",276,340,430,0,274,471,600,774,479,607
"Bdh1",48,33,114,2,87,75,101,176,126,71
"Fgf12",0,0,0,0,0,0,0,0,0,0
"Atp13a5",0,0,0,0,0,0,0,0,0,0
"Zdhhc19",0,0,0,0,0,0,0,0,0,0
"Sema5b",0,0,0,0,0,0,0,0,0,0
"Ildr1",65,0,93,12,62,2,32,113,44,42
"Upk1b",0,0,0,0,0,23,9,0,51,0
"Zbtb20",103,167,98,141,133,186,117,327,112,149
"Abi3bp",0,0,0,0,18,0,11,0,0,48
"Alcam",651,249,113,215,388,387,319,422,151,388
"Col8a1",0,0,0,0,0,0,0,15,0,6
"Epha6",0,0,0,0,0,0,0,0,0,0
"Pros1",103,60,203,18,129,154,184,154,140,169
"Htr1f",0,0,0,0,0,0,0,0,0,0
"Olig2",0,0,13,0,0,0,0,19,0,0
"Grik1",0,0,0,0,0,0,0,0,0,0
"Pcp4",5,0,0,0,0,0,0,3,0,0
"Ttc3",1776,1662,1832,1694,2140,1638,1411,1326,1016,1883
"Erg",13,0,0,4,11,35,0,0,0,0
"Trap1",116,259,576,91,210,323,291,612,481,280
"Cluap1",372,487,397,352,251,545,414,184,186,401
"Adcy9",120,133,104,165,122,231,65,70,54,59
"Nmral1",199,137,183,86,103,23,226,98,371,86
"4930562C15Rik",0,0,0,0,0,0,0,0,0,0
"Ppl",0,0,0,9,16,0,1,20,0,0
"Abat",0,0,0,0,0,0,0,0,0,0
"Pmm2",124,28,379,229,46,38,186,176,341,240
"Grin2a",0,0,0,26,0,0,0,0,0,0
"Atf7ip2",80,47,0,45,9,5,0,8,0,38
"Clec16a",73,83,373,128,80,190,155,66,189,278
"Gm4262",0,0,0,47,0,0,0,0,1,0
"Zc3h7a",555,795,845,468,603,643,584,896,299,1115
"Shisa9",0,0,0,0,0,0,0,0,0,0
"Gm9961",0,0,0,0,1,0,6,0,0,0
"Mkl2",154,115,57,352,266,353,185,124,123,247
"1700003L19Rik",0,0,0,0,0,0,0,0,0,0
"Pdxdc1",401,638,522,579,644,477,469,219,197,149
"Myh11",26,7,28,200,185,80,0,8,9,61
"Marf1",890,477,961,760,681,953,702,609,905,727
"Abcc1",338,168,107,23,382,325,328,516,189,409
"2900011O08Rik",0,0,0,0,0,0,0,0,0,0
"Fgd4",32,20,0,23,0,45,4,4,0,85
"Pkp2",0,0,0,0,0,0,0,40,0,0
"Mzt2",73,0,333,85,97,115,44,340,55,154
"Spidr",10,111,66,14,9,38,75,56,29,42
"Med15",218,202,545,277,225,314,294,488,381,433
"Ppm1f",106,14,251,46,67,45,126,321,67,159
"Pi4ka",323,670,1073,167,265,693,767,906,417,842
"P2rx6",12,0,78,50,0,0,0,0,0,32
"Ube2l3",679,528,910,614,451,1330,926,1109,878,830
"Mapk1",1203,789,872,435,604,1453,1479,1796,1166,1601
"Prodh",80,16,51,7,25,106,23,81,6,21
"Arvcf",64,0,0,0,1,15,24,71,0,5
"Lamp3",0,0,0,0,16,0,0,0,0,0
"Clcn2",0,0,0,0,0,7,0,2,0,2
"Yeats2",483,496,541,479,347,250,457,519,650,414
"Cyp2ab1",30,18,38,3,29,16,153,75,10,48
"Vps8",101,93,258,22,125,164,105,62,109,166
"Fetub",0,0,0,0,0,0,0,0,0,0
"Etv5",66,0,313,9,26,75,165,333,92,82
"Dgkg",6,0,36,0,29,89,0,0,0,0
"Igf2bp2",31,62,3,8,0,31,21,54,49,0
"Crygs",0,0,0,0,0,0,0,0,0,0
"Bcl6",800,481,813,285,559,954,905,995,754,1079
"St6gal1",1037,472,851,115,356,1046,781,657,778,942
"Masp1",0,0,0,0,0,0,0,0,0,0
"Lpp",203,399,322,381,507,342,396,239,160,367
"Trp63",0,0,0,0,0,0,0,0,0,0
"Tprg",0,0,19,0,0,0,0,0,0,2
"P3h2",6,0,0,58,9,0,58,0,0,90
"Il1rap",0,0,0,8,0,15,0,0,0,37
"Cldn16",0,0,0,0,0,0,0,0,0,0
"Gm20319",0,0,0,0,0,0,0,0,0,0
"Ccdc50",1302,1527,1034,417,1353,1337,1262,1578,1022,1189
"Gm10823",0,0,0,0,0,0,0,0,0,0
"Mb21d2",0,0,34,0,0,0,22,0,4,0
"Hrasls",0,0,0,0,0,0,0,0,7,0
"Lrrc15",0,18,0,0,0,0,0,0,0,0
"Atp13a4",0,0,0,0,0,0,0,0,0,0
"Opa1",190,458,275,273,261,95,328,388,157,320
"4632428C04Rik",0,0,0,0,0,0,0,0,0,0
"Mir1195",0,0,0,0,0,0,0,0,0,0
"Xxylt1",0,0,29,0,41,0,50,60,0,0
"Acap2",426,506,125,456,217,301,220,125,232,155
"Tmem44",0,14,0,23,0,0,15,0,0,0
"Senp5",154,186,250,678,256,193,333,271,185,216
"Fbxo45",170,129,114,22,32,321,206,462,92,330
"Dlg1",338,277,213,228,417,212,279,286,314,162
"Ubxn7",212,608,306,183,237,582,528,714,392,442
"Fyttd1",300,202,128,117,168,385,361,357,176,416
"Snx4",224,250,231,80,263,302,477,669,398,442
"Muc4",0,0,0,0,0,0,0,0,0,0
"Zfp148",682,793,641,508,568,484,434,338,302,637
"Iqcg",0,0,34,0,0,0,0,0,0,0
"Muc13",0,0,0,0,0,0,0,29,0,0
"Kalrn",0,15,0,17,0,0,14,37,0,0
"Itgb5",75,117,160,87,45,2,116,216,91,93
"Heg1",41,25,33,36,50,10,41,44,16,0
"Mylk",265,303,155,419,296,269,130,218,222,251
"Adcy5",0,0,0,1,0,0,17,0,13,17
"Fam162a",397,472,454,114,271,829,650,875,369,705
"Hspbap1",7,27,5,1,7,36,21,85,54,53
"Hgd",6,0,0,54,10,36,53,51,47,145
"Stxbp5l",0,0,0,0,32,0,0,0,0,0
"Iqcb1",28,89,85,34,48,189,168,91,139,129
"Hcls1",1655,1631,2896,1160,1307,2390,2559,3329,1466,3559
"Polq",0,92,44,47,0,93,17,0,2,8
"Eaf2",26,0,209,0,66,23,154,181,24,30
"Lrrc58",392,682,179,751,570,406,307,274,303,295
"Nr1i2",0,0,0,0,0,0,0,0,0,0
"Gsk3b",869,816,404,901,1277,538,561,255,272,241
"Poglut1",1131,644,2068,531,957,2355,2108,2477,1692,3778
"Arhgap31",942,589,603,644,486,1117,1187,1088,1104,1249
"Pla1a",0,0,0,0,0,6,31,0,0,0
"Igsf11",0,0,0,0,0,0,0,0,0,0
"Gap43",0,0,0,0,0,0,0,0,0,0
"4932412D23Rik",0,0,0,0,0,0,0,0,0,0
"Ccdc191",544,337,330,431,323,349,353,241,193,569
"Drd3",0,0,0,0,0,0,0,0,0,0
"Cd200r4",24,198,1,0,13,73,28,98,6,25
"Sidt1",249,103,492,54,88,161,145,141,188,140
"Cd200r3",0,0,0,0,24,0,0,0,55,0
"Cfap44",0,0,0,0,0,0,0,0,27,0
"Plcxd2",116,234,110,140,152,30,58,59,60,29
"Gcsam",87,86,128,165,85,124,163,172,268,81
"Gm609",0,0,0,0,0,0,0,0,0,0
"Nectin3",39,0,0,0,0,0,1,0,0,1
"Myh15",31,0,0,0,0,0,0,0,0,0
"Morc1",0,0,0,0,0,0,0,0,0,0
"Trat1",0,0,0,0,0,0,0,0,24,0
"Gm4827",4,18,114,0,50,93,52,54,14,156
"4930542D17Rik",0,0,0,0,0,0,0,0,0,0
"Cblb",1082,1085,1721,394,621,1687,1608,1789,1458,2060
"Nfkbiz",918,1298,1542,642,671,1395,1400,1594,865,2152
"Rpl24",1755,2028,2032,512,905,3419,2992,4447,2515,3682
"Impg2",0,0,27,67,19,0,0,0,0,0
"Senp7",437,621,429,782,560,600,330,261,296,333
"Adgrg7",0,0,0,0,0,0,0,0,0,0
"Tmem30c",0,0,0,0,0,0,0,0,5,0
"Cmss1",37,1,46,0,8,7,37,20,36,48
"Tmem45a",0,0,0,0,0,59,0,0,0,0
"Tomm70a",1219,1221,2075,540,829,1498,2002,2368,1576,1896
"Filip1l",1829,1233,1315,2037,2115,1578,1384,1117,642,1032
"Dcbld2",0,0,17,144,38,52,64,3,46,25
"Crybg3",115,256,143,115,159,100,297,183,74,146
"Arl6",56,29,56,3,8,0,10,15,36,90
"4930547E14Rik",0,0,0,0,0,0,0,0,0,0
"Nsun3",31,0,2,0,0,36,0,0,0,2
"Epha3",0,0,0,0,0,0,0,0,0,0
"Speer2",0,0,0,0,0,0,0,0,0,0
"Gbe1",59,54,67,66,8,196,210,126,49,174
"Robo1",0,0,50,0,2,0,0,0,0,0
"Robo2",0,0,0,0,66,0,0,9,1,0
"Hspa13",89,32,57,111,77,156,99,66,3,99
"Samsn1",3905,3907,2072,1637,2476,6588,5781,4792,3442,7664
"4930578N18Rik",0,0,0,0,0,0,0,0,0,0
"Usp25",341,795,216,968,626,561,554,316,193,445
"Mir99ahg",4,14,0,40,25,0,48,0,45,0
"Tmprss15",0,0,0,0,0,0,0,0,0,0
"Ncam2",0,0,0,0,0,0,0,0,0,0
"Jam2",0,0,0,0,0,0,0,0,45,0
"App",1476,1255,1209,876,804,2002,1941,3053,1658,2205
"Cyyr1",0,0,0,0,0,0,0,0,0,0
"Map3k7cl",0,0,0,0,0,0,0,0,0,0
"Ltn1",185,185,228,351,266,123,107,270,123,166
"Tiam1",498,309,507,146,297,522,366,680,188,423
"Eva1c",0,0,0,0,0,0,0,0,0,0
"Synj1",921,1157,1062,405,691,935,1054,1046,783,945
"Hunk",0,0,0,0,28,0,2,0,0,2
"Itsn1",304,282,103,329,288,312,98,470,313,381
"Ifnar1",1305,2495,1031,764,1346,1219,1305,1321,971,1648
"Runx1",348,348,755,318,376,393,497,434,332,539
"Rcan1",41,49,74,73,19,203,138,195,101,242
"Clic6",0,0,0,0,0,0,0,0,0,20
"Sim2",0,0,0,0,0,0,0,0,0,0
"Cldn14",0,0,0,0,0,0,0,0,0,0
"Dopey2",103,132,291,142,60,349,219,341,185,83
"Setd4",147,35,168,32,45,57,21,19,49,66
"1700029J03Rik",0,0,0,0,0,0,0,0,0,0
"Hlcs",90,61,43,85,31,12,111,34,109,84
"Morc3",278,273,231,407,246,506,500,426,131,213
"Kcnj15",0,34,0,0,14,0,7,0,0,0
"Dyrk1a",568,655,541,333,441,555,610,908,622,802
"Dscr3",65,107,384,65,38,276,312,433,157,330
"Kcnj6",0,0,0,0,0,0,0,0,0,0
"Sh3bgr",120,177,244,52,34,150,193,248,83,427
"Brwd1",855,858,862,767,903,467,773,409,513,443
"Dscam",97,164,155,100,166,123,125,174,130,176
"Bace2",22,0,0,6,0,0,1,9,8,15
"C2cd2",85,48,309,205,81,247,172,373,155,168
"Olfr161",0,0,0,0,0,0,0,0,0,0
"Mefv",325,169,527,188,276,819,619,678,697,1145
"Zfp263",550,515,543,404,472,743,498,800,343,737
"Naa60",204,152,900,123,138,593,501,709,476,695
"Olfr15",0,0,0,0,0,0,0,0,0,0
"Zfp597",248,159,124,80,119,111,159,181,36,291
"Zfp174",0,0,0,0,0,0,10,32,30,0
"1700037C18Rik",31,0,79,0,9,14,62,117,76,36
"Nlrc3",138,33,18,375,188,32,97,24,46,87
"Slx4",44,83,237,286,157,150,87,101,143,64
"Dnase1",0,0,0,0,0,0,3,0,0,0
"Gm5766",0,0,0,0,0,0,0,0,0,0
"4930455F16Rik",0,0,0,0,0,0,0,0,0,0
"Tfap4",87,100,30,20,5,68,96,53,1,28
"Srl",26,47,130,0,20,134,116,21,56,148
"Glis2",61,0,0,0,78,0,70,69,5,34
"Dnaja3",167,105,99,19,107,273,157,332,207,48
"Pam16",137,117,38,94,18,234,172,371,104,187
"Vasn",33,0,0,5,0,14,52,0,0,9
"Coro7",138,241,170,110,198,338,277,518,186,222
"Cdip1",459,309,508,182,208,553,370,645,274,584
"Hmox2",431,259,474,197,202,466,493,503,540,437
"4930451G09Rik",23,0,0,0,6,18,0,0,0,0
"Mgrn1",378,249,1050,37,256,566,579,1110,428,909
"Anks3",386,110,575,149,411,382,401,684,268,791
"Ubald1",288,393,637,269,119,588,770,913,309,723
"Gm16861",0,0,19,0,0,33,26,21,28,3
"Nudt16l1",489,436,1177,200,374,823,749,859,852,1067
"Glyr1",1050,1021,740,301,763,1207,1067,1357,602,984
"Smim22",0,0,0,67,0,0,0,350,0,0
"Sept12",0,0,0,8,0,0,0,0,0,0
"Rogdi",1074,737,2973,734,692,1834,1835,3538,1591,3203
"Ubn1",1945,2061,4031,1665,1899,2607,2522,3906,2506,2707
"Nagpa",503,396,1163,514,587,999,940,1293,905,1255
"Sec14l5",0,0,0,0,0,0,0,0,0,0
"AU021092",36,17,0,0,0,0,0,0,0,0
"Eef2kmt",213,281,395,85,315,241,433,410,377,373
"1700123O21Rik",0,0,0,0,0,0,0,0,0,0
"Tmem114",0,0,0,0,0,0,0,0,0,0
"Mettl22",91,0,50,24,42,20,46,1,62,43
"Tmem186",55,54,9,30,87,117,133,253,173,210
"Carhsp1",345,138,449,0,290,287,381,451,302,530
"Usp7",1819,1061,2841,1529,1667,2050,1605,1767,1124,1713
"Gm5767",0,0,0,0,0,0,0,0,0,0
"1810013L24Rik",268,439,367,61,139,459,577,826,419,524
"Rpl39l",7,1,27,0,0,18,17,8,7,0
"Emp2",84,36,85,17,73,122,45,69,109,140
"Gm1600",0,0,0,0,0,0,0,0,0,0
"Nubp1",355,505,1370,397,216,783,686,1003,345,766
"Tekt5",0,0,0,0,0,0,8,0,0,10
"Tvp23a",0,11,0,0,0,1,0,42,0,0
"Dexi",310,121,779,37,254,365,349,668,508,507
"Prm2",0,0,0,0,0,0,0,30,0,0
"Tnp2",18,0,19,0,0,29,4,6,0,86
"Prm1",0,0,0,0,0,2,0,0,0,0
"Rmi2",146,33,368,156,57,121,308,262,128,164
"Socs1",246,200,441,35,163,487,438,559,280,539
"Prm3",0,0,0,0,0,0,0,0,0,0
"Litaf",659,891,1064,369,331,886,1078,1192,741,1768
"Gm21859",0,0,0,0,0,0,0,0,0,0
"Txndc11",107,140,429,94,80,234,238,298,297,492
"Snn",1368,987,1884,681,1105,2485,2048,2898,1674,3122
"Gspt1",805,464,475,603,611,736,586,447,466,560
"Rsl1d1",634,581,1049,277,632,701,565,1183,628,833
"Mir1945",0,0,0,0,0,0,0,0,0,0
"2610020C07Rik",0,0,0,0,0,0,19,0,0,0
"Tnfrsf17",36,7,0,0,0,0,27,46,6,0
"4833415N18Rik",0,0,0,0,0,0,0,0,0,0
"Cpped1",75,49,2,16,9,27,67,20,86,37
"Ercc4",424,228,256,564,310,252,354,72,62,253
"Mir193b",0,0,0,0,0,0,0,0,0,0
"Mir6365",0,0,0,0,0,0,0,0,0,0
"Mir365-1",0,0,0,0,0,0,0,0,0,0
"2310015D24Rik",0,0,0,0,0,0,0,0,33,0
"Bfar",1222,1325,1232,662,1325,1991,1521,1527,1061,1566
"Pla2g10",0,0,0,0,0,0,0,0,0,0
"Pla2g10os",0,0,0,0,0,0,0,0,0,0
"Ntan1",111,92,0,2,0,43,82,42,55,20
"Rrn3",193,200,351,289,142,268,257,306,175,241
"Ifitm7",0,0,0,0,0,0,0,0,0,0
"Mpv17l",0,17,0,40,34,2,3,10,0,0
"Mir484",0,0,0,0,0,0,12,29,8,0
"Nde1",285,304,183,117,60,260,228,203,192,352
"Fopnl",203,197,394,164,147,285,381,536,191,427
"A630010A05Rik",0,0,0,0,0,0,0,0,0,0
"Snai2",0,0,40,23,29,0,0,0,0,0
"Efcab1",0,0,0,0,0,0,0,0,0,0
"Ube2v2",52,90,94,18,22,75,135,75,25,18
"Mcm4",309,569,484,12,151,533,520,583,290,463
"Cebpd",78,208,82,54,152,272,141,214,166,253
"Dnm1l",1055,831,1204,509,1063,1900,1715,1370,1291,2170
"Yars2",57,13,114,28,25,63,84,153,84,49
"Olfr19",0,0,0,0,0,0,0,0,0,0
"4933404G15Rik",0,0,0,0,0,0,0,0,0,0
"Rpl31-ps12",0,3,0,0,0,4,1,4,19,2
"Igll1",0,0,0,0,20,0,34,0,0,12
"Vpreb1",0,1,0,0,0,0,0,0,13,0
"Top3b",67,208,215,254,225,82,119,293,82,138
"Ypel1",35,34,0,0,0,4,33,0,0,11
"Ppil2",322,145,373,21,144,251,270,616,230,363
"Ccdc116",0,0,0,0,0,0,0,32,17,52
"2610318N02Rik",15,0,27,0,0,23,105,28,38,7
"Ydjc",68,216,286,56,81,133,159,215,96,121
"Mir130b",0,0,0,0,0,0,0,0,0,0
"Sdf2l1",198,159,103,89,49,157,159,216,138,194
"Mir301b",0,0,0,0,0,0,0,0,0,0
"Rimbp3",0,1,0,0,19,0,0,0,0,0
"Hic2",42,321,124,81,97,0,142,234,53,34
"Tmem191c",1,58,92,15,0,67,54,157,28,85
"Serpind1",1,0,0,0,0,0,0,18,43,0
"Snap29",559,116,246,44,507,464,373,615,291,396
"Crkl",236,261,185,40,141,284,254,214,228,119
"Aifm3",0,0,0,0,0,0,0,0,0,0
"Lrrc74b",0,37,0,0,0,0,9,1,15,0
"Lztr1",248,288,385,123,247,432,334,731,349,624
"Thap7",226,79,204,38,103,165,197,424,128,220
"Slc7a4",7,0,0,0,8,35,52,38,20,85
"Smpd4",43,234,72,26,96,27,99,188,97,62
"Ccdc74a",0,0,0,0,0,0,0,0,0,0
"Scarf2",12,25,12,0,0,0,0,16,11,7
"Klhl22",159,16,199,25,119,164,53,55,195,291
"Car15",0,0,0,26,24,0,20,59,71,16
"Dgcr2",116,184,217,92,90,250,230,250,240,196
"B830017H08Rik",0,0,0,0,0,0,0,0,0,0
"Dgcr14",174,23,316,222,73,232,167,193,122,186
"Gsc2",0,0,0,0,0,0,0,0,0,0
"Tssk2",0,0,0,0,0,0,0,0,0,0
"Slc25a1",77,73,341,107,141,254,323,647,199,386
"Tssk1",0,0,0,0,0,0,0,0,0,0
"Dgcr6",5,44,127,18,45,171,152,293,64,120
"Vpreb2",0,0,0,0,0,0,0,0,0,0
"4933432I09Rik",0,0,12,0,0,0,0,0,0,0
"Mir6366",0,0,0,0,0,0,0,0,0,0
"Rtn4r",0,0,58,0,0,9,1,37,12,0
"Ranbp1",765,568,1134,223,370,1130,958,1350,826,1190
"Zdhhc8",108,71,148,0,17,104,189,209,133,191
"Mir1306",0,0,0,0,0,0,0,0,0,0
"Trmt2a",339,343,1680,268,426,985,738,1634,606,1342
"Tango2",205,37,249,125,93,650,387,292,162,745
"Dgcr8",135,258,243,325,187,256,212,227,107,144
"Mir185",0,0,0,0,0,0,0,0,0,0
"Gm24572",0,0,0,0,0,0,0,0,0,0
"Comt",196,248,207,42,114,143,201,162,89,94
"Txnrd2",76,141,127,101,34,35,46,128,69,28
"Tbx1",6,0,0,0,0,0,0,0,0,39
"Gnb1l",42,7,140,0,34,32,29,122,2,58
"Sept5",0,0,0,0,0,0,0,0,0,0
"Gp1bb",0,0,0,0,0,0,0,0,0,11
"Cdc45",51,70,113,5,86,11,22,88,57,39
"Ufd1l",524,895,715,219,383,909,576,913,493,734
"Cldn5",202,156,224,149,64,85,125,157,90,43
"2510002D24Rik",441,453,633,202,322,247,367,424,154,275
"Hira",229,274,449,249,266,407,470,617,335,203
"Olfr164",0,0,0,0,0,0,0,0,0,0
"Olfr165",0,0,0,0,0,0,0,0,0,0
"Olfr166",0,0,0,0,0,0,0,0,0,0
"Olfr167",0,0,0,0,0,0,0,0,0,0
"Olfr168",0,0,0,0,0,0,0,0,0,0
"Olfr169",0,0,0,0,0,0,0,0,0,0
"Olfr170",0,0,0,0,0,0,0,0,0,0
"Olfr171",0,0,0,0,0,0,0,0,0,0
"B3gnt5",138,161,28,73,77,65,75,89,12,57
"A930003A15Rik",0,0,0,0,0,0,11,0,0,0
"Klhl6",620,240,1104,298,381,337,530,1063,415,521
"Klhl24",448,252,145,162,259,413,286,227,169,265
"Map6d1",22,0,1,0,34,10,0,1,38,10
"Parl",421,239,677,311,342,609,675,826,652,1172
"Abcc5",120,264,351,315,139,252,284,419,209,172
"Gm15760",34,0,0,6,58,106,19,0,23,0
"Abcf3",129,54,105,103,35,286,82,329,72,79
"Ap2m1",420,330,798,192,332,500,563,780,463,475
"Dvl3",0,0,0,0,0,0,0,0,0,3
"Eif2b5",464,497,960,257,393,728,640,876,676,842
"Ece2",50,47,197,87,38,169,158,220,112,172
"Camk2n2",0,0,0,0,0,0,0,0,0,0
"Vwa5b2",0,0,0,0,0,0,0,0,0,0
"Snord66",21,0,0,0,0,0,0,0,0,0
"Alg3",54,42,57,0,41,125,174,7,50,107
"Mir1224",0,0,0,0,0,0,0,0,0,0
"Eif4g1",950,1119,2098,1117,1385,1606,969,2125,1060,1552
"Fam131a",46,73,98,19,8,108,70,217,87,121
"Psmd2",1126,1232,1455,770,1009,1158,1248,1774,1014,1637
"Thpo",0,0,0,0,0,0,0,0,0,0
"Chrd",0,0,0,0,0,0,0,0,0,0
"Polr2h",126,285,31,12,51,180,192,62,109,125
"Ephb3",0,0,0,34,0,9,0,47,0,40
"Teddm3",0,0,0,0,0,0,0,0,0,0
"Mir7680",0,0,0,0,0,0,0,0,0,0
"Gm16863",0,0,0,0,0,0,0,0,0,0
"Magef1",52,19,164,10,42,58,84,138,27,199
"2510009E07Rik",129,228,420,77,107,73,165,292,209,293
"Ehhadh",0,0,0,0,0,0,6,0,0,0
"1300002E11Rik",30,65,116,12,52,56,89,98,46,69
"Liph",0,0,0,0,0,0,33,104,0,15
"Tmem41a",31,0,42,0,53,113,24,107,9,75
"Map3k13",0,0,0,6,0,0,0,0,0,0
"Tra2b",1263,994,845,777,982,1975,1900,1495,1443,2116
"Mir8095",0,0,0,0,0,0,0,0,0,0
"9230117E06Rik",0,0,0,0,0,0,0,0,0,0
"Dnajb11",567,676,1007,380,538,1010,985,1578,654,1145
"Ahsg",0,0,0,0,0,0,0,0,0,0
"Gm30505",0,0,0,0,0,0,0,0,0,0
"Tbccd1",63,171,18,30,89,195,43,30,127,70
"Kng2",0,0,0,0,0,0,0,0,0,0
"Hrg",0,0,0,0,0,0,0,0,0,0
"Eif4a2",419,489,230,17,403,211,199,343,124,265
"Adipoq",17,0,31,35,0,59,74,51,82,64
"Snord2",0,0,0,0,0,0,16,0,0,0
"Snora81",2523,1520,422,17014,7372,408,397,90,42,204
"Rfc4",163,189,5,0,0,109,68,92,83,51
"Rtp1",0,0,0,0,0,0,0,0,0,0
"Rtp4",170,396,145,57,165,497,446,277,203,486
"Sst",0,0,0,0,0,0,0,0,0,0
"Rtp2",0,0,0,0,0,0,0,0,0,0
"Lppos",3,31,77,21,0,14,17,16,0,11
"Morf4l1-ps1",22,1,85,0,12,34,129,0,120,103
"A230028O05Rik",0,0,0,0,0,0,0,0,0,0
"Cldn1",99,41,124,43,61,250,128,156,171,142
"Tmem207",0,0,0,0,0,0,0,0,0,0
"Gmnc",0,0,0,0,0,0,0,0,0,0
"Uts2b",0,0,0,0,0,0,0,0,0,0
"Ostn",0,0,0,0,0,0,0,0,0,0
"Mir690",0,0,0,0,0,0,0,0,0,0
"Gm1968",0,0,0,0,0,0,0,0,0,0
"Hes1",213,654,307,64,157,273,160,536,90,244
"9030404E10Rik",0,0,0,0,0,0,0,0,0,0
"Cpn2",10,0,1,0,0,0,0,0,0,0
"Gp5",0,0,0,0,0,0,1,19,0,0
"Atp13a3",190,115,370,248,199,224,391,361,125,453
"Fam43a",189,460,162,66,254,662,367,422,421,363
"Lsg1",330,356,646,180,411,985,593,808,276,553
"Ppp1r2",140,248,10,52,140,114,102,183,49,53
"Apod",120,274,286,37,25,433,171,425,196,407
"Mfi2",0,0,0,0,0,0,0,0,0,0
"0610012G03Rik",435,343,637,95,247,882,636,1026,342,731
"Pigz",0,1,0,73,31,17,28,3,16,11
"Ncbp2",90,223,285,270,318,263,502,586,328,397
"Pigx",155,57,166,146,134,452,262,317,86,451
"Cep19",111,61,53,164,33,156,35,47,20,148
"Pak2",808,893,843,586,817,776,661,973,425,863
"Gm15694",0,0,39,0,0,0,23,2,0,0
"Nrros",754,903,2154,326,579,1112,1066,1881,1050,1642
"Bex6",23,0,0,16,0,1,44,65,12,0
"Wdr53",230,174,629,36,194,317,332,585,245,284
"Mir1946a",0,0,0,0,0,0,0,0,0,0
"Smco1",0,0,0,0,0,0,0,0,0,0
"Rnf168",863,935,1277,715,843,423,885,926,783,915
"Tctex1d2",243,215,299,180,301,398,584,614,373,684
"Pcyt1a",238,226,460,92,203,464,375,604,371,432
"Tm4sf19",0,0,0,0,0,0,0,0,0,0
"Slc51a",0,0,0,0,0,0,0,0,0,0
"Tfrc",532,250,440,216,329,663,392,494,141,593
"Tnk2",254,261,235,77,141,233,138,681,362,399
"Tnk2os",0,0,0,0,0,0,0,0,0,0
"Muc20",0,0,0,0,0,0,0,0,0,0
"Rubcn",690,364,1793,160,266,491,594,1114,554,699
"Gm933",0,0,0,0,0,0,0,0,0,0
"Lrch3",481,351,390,920,363,499,479,548,214,284
"Mir1947",0,0,0,0,0,0,0,0,0,0
