gene	ctrl_01	ctrl_02	ctrl_03	ctrl_04	tx_01	tx_02	tx_03	tx_04
Gm33674	0	0	0	0	0	0	0	0
Gm33805	0	0	0	0	0	0	0	0
Gm33860	0	0	0	0	0	0	0	0
Gm24246	0	0	0	0	0	0	0	0
4930474G06Rik	0	0	0	0	0	0	0	0
BC051408	0	0	0	0	0	0	0	0
Gm33948	0	0	0	0	0	0	0	0
4930578E11Rik	0	0	0	0	0	0	0	0
4930527G23Rik	0	0	0	0	0	0	0	0
Gm34136	0	0	0	0	0	0	0	0
Gm34182	0	0	0	0	0	0	0	0
Gm41680	0	0	0	0	0	0	0	0
Gm34327	0	0	0	0	0	0	0	0
Pik3c3	2787	2581	2721	2861	2219	2634	2435	2311
Gm34572	0	0	0	0	0	0	0	0
Rit2	0	0	0	0	0	0	0	0
Gm41681	0	0	0	0	0	0	0	0
Syt4	0	0	0	0	0	0	0	0
Gm25396	0	0	0	0	0	0	0	0
Gm38606	0	3	1	0	1	1	3	1
Slc25a46	3084	3137	3466	3657	2982	3324	2906	2994
Sap130	3340	3355	3435	3593	2630	3483	3146	2886
Gm52327	0	0	0	0	0	1	1	0
Ammecr1l	1670	1628	1672	1734	1433	1640	1480	1474
Gm26533	2	2	2	3	1	4	4	4
Polr2d	2530	2421	2729	2677	2269	2468	2366	2253
Wdr33	6240	6334	6693	6776	5652	6522	5869	5776
Sft2d3	209	262	243	241	237	204	221	205
Lims2	1	1	5	3	0	3	1	2
Gm46619	0	0	0	0	0	0	0	0
Gpr17	1	0	0	0	1	0	0	0
Myo7b	1	1	1	0	0	0	0	0
Gm16344	2	0	0	1	0	2	1	0
Iws1	5237	5324	5354	5378	4712	5617	4804	4925
Proc	0	1	0	0	1	0	0	0
Gm26717	0	0	0	0	0	1	0	0
Gm34806	0	0	0	1	0	0	0	1
Map3k2	1969	2007	1964	1933	1970	2079	1899	1860
Ercc3	2656	2464	2674	2711	2169	2493	2294	2260
A830052D11Rik	0	0	0	0	0	0	0	0
Bin1	1386	1395	1463	1425	1234	1467	1350	1234
Gm35060	3	1	1	2	2	4	0	2
Gm44577	0	0	0	0	0	0	0	0
Gypc	1809	1624	1765	1960	1666	1767	1629	1752
Gm35480	3	5	3	4	1	3	1	2
Gm25826	0	0	0	0	0	0	0	0
4930455D15Rik	0	1	0	0	0	0	0	0
LOC115488955	0	0	0	0	0	0	0	0
Tslp	0	1	0	1	0	0	0	1
Gm26378	0	0	0	0	0	0	0	0
Wdr36	7656	7556	8085	8837	6823	7636	7109	7114
Mir6361	1	0	0	0	2	2	0	0
2310026I22Rik	2	2	4	1	4	1	2	4
Camk4	5471	5409	5521	5468	4746	5506	5039	4642
Stard4	8177	8906	9460	9620	8402	9913	8884	8252
Gm41683	0	0	0	0	0	0	0	0
Gm46640	0	0	0	0	0	0	0	0
Nrep	3	3	2	2	1	4	2	0
Gm10549	0	0	0	0	0	0	0	0
Gm41684	0	0	0	0	0	0	0	0
Epb41l4aos	856	788	921	959	741	884	749	832
Gm23639	32	33	44	41	36	29	30	23
Epb41l4a	24	20	19	15	29	22	17	19
Gm22788	0	0	0	0	0	0	0	0
Gm50265	0	2	0	0	2	1	1	1
Gm35718	0	0	0	0	1	0	0	0
Gm41686	0	0	0	0	1	0	0	0
Gm23411	0	0	0	0	0	0	0	0
Gm10548	34	32	24	39	31	35	37	18
Apc	2512	2688	2402	2411	2339	2676	2509	2477
Srp19	2591	2497	2812	2933	2401	2644	2435	2442
Reep5	5007	4604	5074	5333	4458	5361	4900	4597
Pkd2l2	38	21	29	27	37	44	31	29
Fam13b	972	998	1064	1163	971	1039	998	1017
Wnt8a	1	2	1	5	0	0	0	3
Nme5	0	0	0	0	1	0	1	4
Brd8dc	31	20	21	22	31	21	30	17
Brd8	5160	5005	5347	5146	4675	5170	4759	4759
Gm41688	69	105	95	94	53	87	77	73
Kif20a	1618	1629	1591	1772	1252	1703	1447	1431
Cdc23	3155	2941	3109	3383	2580	3062	2849	2858
n-R5s25	4	0	1	2	1	2	3	4
Gfra3	0	0	0	0	0	0	0	1
Cdc25c	1189	1140	1253	1248	1105	1325	1165	1159
2010110K18Rik	127	122	115	122	124	121	102	138
Fam53c	3025	2905	3218	3192	2616	2828	2606	2579
Gm3561	2	11	8	4	5	11	3	5
Mir12191	0	0	0	0	0	0	0	0
Kdm3b	4143	4045	4040	4028	3288	3890	3610	3450
Reep2	235	201	216	230	270	260	237	252
Gm41689	9	14	10	8	3	13	7	7
Egr1	2296	2552	2889	2812	2075	2438	2316	2400
Etf1	20574	20242	21708	24004	18359	20072	18709	19219
Hspa9	38927	37750	40008	44580	33031	37353	34326	34906
Gm22200	7	4	10	10	4	5	6	11
Gm26109	16	14	21	22	12	15	22	14
Gm36037	0	2	1	0	0	0	0	0
Gm41690	0	0	0	0	0	0	0	0
Gm3587	0	0	0	0	0	0	0	0
Gm46617	5	4	3	3	2	4	9	5
Ctnna1	2633	2676	2781	2886	2463	2895	2736	2550
Lrrtm2	4	4	2	4	2	2	3	3
Sil1	1247	1128	1254	1280	1117	1347	1302	1119
LOC115488964	0	0	0	0	0	0	0	0
Gm41691	0	0	0	0	0	0	0	0
Gm41692	0	0	0	0	0	0	0	0
Snhg4	2581	2149	2261	2330	2660	2353	2253	2221
Mir1949	134	147	120	154	134	136	130	157
Snora74a	88	56	65	66	111	62	60	51
Matr3	15950	16501	17887	18887	15089	16140	15147	14963
Paip2	4315	4401	4988	5054	4021	4537	4021	3957
Slc23a1	123	94	81	82	95	79	80	70
Mzb1	7	16	7	9	9	10	5	8
Prob1	192	169	208	140	175	162	161	155
Spata24	559	533	553	556	515	549	547	555
Dnajc18	1259	1205	1278	1304	1114	1231	1124	1186
Ecscr	13	13	16	10	12	11	8	9
1700066B19Rik	69	70	64	78	67	81	66	74
Sting1	4008	3553	4083	4182	3461	3860	3630	3664
Ube2d2a	2435	2415	2687	2966	2334	2512	2278	2290
Gm29417	4	1	3	2	4	2	3	2
Cxxc5	225	221	246	261	173	229	210	177
Gm41693	3	2	0	2	3	3	2	2
Gm36315	1	1	0	2	1	1	1	0
C330008A17Rik	2	1	0	1	0	1	0	0
Gm36416	0	1	1	0	0	0	0	0
Psd2	39	46	30	26	36	55	59	28
Nrg2	8	11	6	7	9	15	9	7
Gm41694	0	0	0	0	0	0	0	0
4930471G03Rik	0	0	0	0	0	0	0	0
Gm41695	0	0	0	0	0	0	0	0
Pura	2836	2857	2902	3121	2525	2863	2585	2528
Igip	251	205	251	184	264	252	214	209
Gm41696	4	4	1	1	6	5	3	4
Cystm1	50	44	46	38	55	71	62	65
Pfdn1	2569	2414	2685	2705	2357	2642	2439	2354
Hbegf	65	52	69	98	99	86	59	96
Gm41698	0	3	0	1	0	1	0	0
Slc4a9	0	0	0	0	0	0	0	0
Ankhd1	5246	5353	5096	5225	4388	5564	5135	4813
Eif4ebp3	475	458	495	430	488	521	476	468
Sra1	2487	2412	2568	2578	2150	2383	2201	2092
Apbb3	1252	1217	1323	1274	1142	1264	1164	1202
Slc35a4	5183	5085	5248	5689	4086	4844	4488	4500
E230025N22Rik	0	0	2	3	1	1	1	0
Gm41699	0	0	0	0	0	0	0	0
Cd14	4	0	3	1	1	1	1	3
Tmco6	932	991	964	976	770	928	844	793
Ndufa2	2296	2217	2403	2520	2061	2443	2061	2144
Ik	6578	6284	6803	7376	5560	6797	5980	5891
Wdr55	3194	2923	3230	3432	2528	2960	2802	2819
Dnd1	131	92	106	97	124	129	90	96
Hars	7437	7092	7434	8065	6237	7192	6610	6733
Hars2	1784	1651	1912	1963	1705	1780	1665	1692
Zmat2	3801	3601	3940	4369	3201	3880	3590	3481
Vaultrc5	4	0	3	0	1	1	3	0
Gm6756	4	2	5	1	4	4	4	3
Pcdha1	0	0	0	0	0	0	0	0
Pcdha2	0	0	0	0	0	0	0	0
Pcdha3	0	0	0	0	0	0	0	0
Gm37013	0	0	0	0	0	0	0	0
Pcdha4	0	0	0	0	0	0	0	0
Pcdha5	0	0	0	0	0	0	0	0
Pcdha6	0	0	0	0	0	0	0	0
Gm38666	0	0	0	0	0	0	0	0
Gm38667	0	0	0	0	0	0	0	0
Pcdha7	0	0	0	0	0	0	0	0
Pcdha8	0	0	0	0	0	0	0	0
Pcdha9	0	0	0	0	0	0	0	0
Pcdha10	0	0	0	0	0	0	0	0
Pcdha11	0	0	0	0	0	0	0	0
Pcdha12	0	0	0	0	0	0	0	0
Pcdhac1	0	0	0	0	0	0	0	0
Pcdhac2	0	0	0	0	0	0	0	0
Pcdhb1	0	0	0	0	0	0	0	0
Pcdhb2	0	0	0	0	0	0	0	0
Pcdhb3	0	0	0	0	0	0	0	0
Pcdhb4	0	0	0	0	0	0	0	0
Pcdhb5	0	0	0	0	0	0	0	0
Pcdhb6	0	0	0	0	0	0	0	0
Pcdhb7	0	0	1	0	0	0	0	0
Pcdhb8	0	0	0	0	0	0	0	0
Pcdhb9	0	0	0	0	0	0	0	0
Pcdhb10	0	0	0	0	0	0	0	0
Pcdhb11	0	0	0	0	0	0	0	0
Pcdhb12	0	0	0	0	0	0	0	0
Pcdhb13	0	0	0	0	0	0	0	0
Pcdhb14	0	0	0	0	0	0	0	0
Pcdhb15	0	0	0	0	0	0	0	0
Pcdhb16	0	0	0	0	0	0	0	0
Pcdhb17	0	0	0	0	1	0	0	0
Pcdhb18	0	0	0	0	0	0	0	0
Pcdhb19	0	0	0	0	0	0	0	0
Pcdhb20	0	0	0	0	0	0	0	0
Pcdhb21	0	0	0	0	0	0	0	0
Pcdhb22	0	0	0	1	0	0	0	0
Slc25a2	11	14	5	11	7	10	10	10
Taf7	591	569	662	640	495	568	520	523
Pcdhga1	1	1	0	1	0	0	0	0
Pcdhga2	1	3	0	2	0	1	0	1
Pcdhga3	1	0	0	0	2	0	0	0
Pcdhgb1	0	0	0	0	0	0	0	0
Pcdhga4	2	0	0	2	0	1	0	2
Pcdhgb2	5	8	3	1	4	2	2	3
Pcdhga5	1	3	4	2	1	1	2	3
Pcdhga6	1	0	0	0	0	0	0	0
Pcdhga7	1	1	0	2	0	2	2	1
Pcdhgb4	4	4	2	5	1	5	8	3
Pcdhga8	0	7	1	2	2	1	2	1
Pcdhgb5	11	4	2	4	2	3	4	2
Pcdhga9	1	1	0	0	0	1	0	0
Pcdhgb6	8	11	11	9	10	11	4	8
Pcdhga10	5	1	4	6	3	3	2	4
Pcdhgb7	16	10	17	5	6	6	6	2
Pcdhga11	0	3	5	3	0	2	4	1
Pcdhgb8	2	3	3	1	4	4	2	2
Pcdhga12	12	12	19	12	21	15	14	9
Pcdhgc3	378	432	397	425	355	410	368	350
Pcdhgc4	17	30	33	25	18	23	29	31
Pcdhgc5	11	12	7	3	10	6	7	8
Gm29994	9	6	4	10	7	7	4	7
Diaph1	12525	12573	12724	13181	11180	13183	12003	11811
Mir6979	0	0	1	0	1	3	3	0
Hdac3	4304	4079	4532	4633	3583	4303	3858	3891
Rell2	86	84	76	83	79	68	73	81
Fchsd1	305	269	308	324	277	336	272	267
Arap3	17	7	13	19	10	17	14	9
Mir6981	0	0	0	0	0	0	0	0
Mir6980	0	0	0	0	0	0	0	0
Gm30093	1	1	0	1	0	2	0	0
Gm41701	0	0	0	0	0	0	0	0
Gm30188	0	0	0	0	0	1	1	0
Gm30142	0	0	0	0	0	0	0	0
Gm30259	20	19	17	14	15	14	16	18
Gm38566	11	15	5	6	9	9	11	4
Pcdh1	4	6	3	5	7	5	8	4
Gm52328	0	0	0	0	0	0	0	0
2010320O07Rik	0	0	0	0	0	0	0	0
1700086O06Rik	57	47	67	70	57	61	61	55
Dele1	2035	2007	2118	2032	1800	2060	1865	1787
Pcdh12	0	0	1	1	0	0	0	0
Rnf14	2464	2513	2691	2787	2432	2789	2563	2443
Gm23205	12	12	10	9	14	6	9	14
Gm41702	17	19	12	6	15	13	13	12
Gnpda1	1300	1310	1426	1463	1064	1348	1166	1255
Gm52329	30	23	30	15	27	18	16	27
Gm41703	2	1	1	1	2	0	0	1
Ndfip1	8891	9229	10600	10626	8081	9452	8602	8719
Gm41704	11	10	12	10	15	15	12	15
Spry4	59	63	71	74	49	54	51	56
Arhgap26	411	410	478	427	454	622	540	468
Gm19774	8	10	7	6	5	5	4	13
Fgf1	0	0	0	0	0	0	0	0
Gm5820	0	1	0	1	0	1	0	0
Gm52330	0	0	0	2	1	2	1	0
Gm30572	0	0	0	0	0	0	0	0
Gm15337	6	10	6	11	10	12	7	15
Nr3c1	2034	2206	2179	2245	1911	2225	2015	1900
Gm30909	0	0	0	0	0	1	0	0
Gm30961	0	0	0	0	0	0	0	0
Pabpc2	0	0	0	0	0	0	0	0
Gm41707	0	0	0	0	0	0	0	0
Gm41708	0	0	0	0	0	0	0	0
Yipf5	1588	1640	1779	1817	1546	1694	1491	1565
Gm31087	0	0	0	0	0	0	0	0
Kctd16	0	0	0	0	1	0	0	0
Gm31205	0	0	0	0	0	0	0	0
Gm41710	0	0	0	0	0	0	0	0
Gm50410	0	0	1	0	0	1	0	1
Prelid2	1661	1718	1847	2005	1598	1856	1698	1621
Grxcr2	0	0	0	0	0	0	0	0
Sh3rf2	0	0	0	0	0	0	0	0
Plac8l1	0	1	0	0	0	1	0	0
Lars	9765	9466	10031	10829	8089	9455	8843	8611
Gm4013	22	17	14	21	14	22	12	17
Rbm27	5274	5546	5608	6089	4659	5292	5091	4742
Pou4f3	0	0	0	0	0	0	0	0
Gm31438	0	0	0	0	0	0	0	0
Gm31501	0	0	0	0	0	0	0	0
Tcerg1	9608	9779	10206	10699	8915	9991	9198	9236
Gpr151	6	5	13	11	5	11	8	7
C030004G16Rik	0	0	0	0	0	0	0	0
Ppp2r2b	0	0	0	0	0	0	0	0
Gm41713	0	0	0	0	0	0	0	0
LOC108167376	0	0	0	0	0	1	0	0
Gm52345	0	0	0	0	0	0	0	0
Gm41712	0	0	0	0	0	0	0	0
Gm22264	0	0	0	0	0	0	0	0
Gm46622	0	0	0	0	0	0	0	0
Stk32a	0	0	0	0	0	0	0	0
Gm31647	0	0	0	0	0	0	0	0
Dpysl3	0	0	0	0	0	0	0	0
Gm41714	0	0	0	0	0	0	0	0
Gm3650	0	0	0	0	0	0	0	0
Eif3j2	221	202	256	312	186	236	210	193
Jakmip2	0	0	0	0	0	0	0	0
Spink1	0	0	0	0	0	0	0	0
Scgb3a2	0	0	0	0	0	0	0	0
Gm94	0	0	0	0	0	0	0	0
Gm41715	0	0	0	0	0	0	0	0
Spink5	0	0	0	0	0	0	0	0
Spink14	0	0	0	0	0	0	0	0
Spink6	0	0	0	0	0	0	0	0
Spink12	0	0	0	0	0	0	0	0
Gm37797	0	0	0	0	0	0	0	0
Gm10267	0	0	0	0	0	0	0	0
Spinkl	0	0	0	0	0	0	0	0
Spink11	0	0	0	0	0	0	0	0
Gm41716	0	0	0	0	0	0	0	0
Npy6r	0	0	0	0	0	0	0	0
Gm41717	0	0	0	0	0	0	0	0
Myot	0	0	0	0	0	0	0	0
Dcp2	5458	5669	5795	5630	4681	5433	5183	5008
Mcc	14	8	16	5	9	3	11	11
Gm52347	0	0	0	0	0	0	0	0
A930012L18Rik	0	0	0	0	0	0	0	0
Ythdc2	1618	1714	1724	1709	1620	1724	1672	1488
Gm31706	0	0	0	0	0	0	0	0
Kcnn2	0	0	0	0	0	0	1	0
Gm31907	0	0	0	0	0	0	0	0
Gm32139	0	0	0	0	0	0	0	0
Gm46623	0	0	0	0	0	0	0	0
A330093E20Rik	0	0	0	0	0	0	0	0
Gm41718	0	0	0	0	0	0	0	0
Gm26262	0	0	0	0	0	0	0	0
Gm52355	0	0	0	0	0	0	0	0
Trim36	95	72	77	96	76	97	65	77
Gm52364	2	2	3	1	2	2	1	2
Pggt1b	2873	2878	3009	3045	2351	2719	2566	2427
Ccdc112	55	61	82	86	44	70	54	46
Gm4107	2	1	0	3	0	1	0	0
Gm32339	1	0	0	1	0	0	1	0
Mospd4	0	2	0	0	2	1	0	0
Fem1c	1341	1386	1464	1596	1103	1334	1217	1228
Ticam2	263	284	290	310	248	305	277	237
Tmed7	5180	5223	5974	6336	4957	5407	4996	5009
Eif1a	7376	7262	7996	8757	7006	7512	6747	7084
Gm3734	1	0	1	0	0	2	1	1
Cdo1	44	35	32	42	44	42	37	45
Atg12	1201	1233	1289	1326	990	1228	1098	1019
Ap3s1	1334	1368	1514	1575	1311	1342	1260	1263
Lvrn	0	0	0	0	0	0	1	0
Gm23610	0	0	0	0	0	0	1	0
Arl14epl	1	1	0	0	0	1	2	0
Gm49974	7	5	7	4	4	4	3	4
Commd10	995	1096	1129	1175	962	1142	1037	1001
Sema6a	1	1	2	0	0	1	1	0
9130209A04Rik	0	0	0	0	0	0	0	0
Gm5095	0	0	0	0	0	0	0	0
Gm32660	0	0	0	0	0	0	0	0
Gm41720	0	0	0	0	0	0	0	0
Gm4146	0	0	0	0	0	0	0	0
G630055G22Rik	0	0	0	0	0	0	0	0
Eno1b	161	130	150	167	113	138	143	107
Gm41721	0	0	0	0	0	0	0	0
Gm32870	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0
Gm32958	0	0	0	0	0	0	0	0
Dtwd2	373	341	401	411	317	344	378	317
Gm16283	9	2	7	7	8	6	7	6
LOC115488948	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0
Dmxl1	1962	2047	2125	2010	1636	1980	1868	1735
Tnfaip8	3545	3664	4060	4224	3537	4156	3652	3577
Gm33335	2	2	3	1	0	1	0	0
C030005K06Rik	1	1	2	2	1	3	3	0
Hsd17b4	2006	2008	2056	2193	1757	2121	1877	1840
Gm33376	1	0	2	0	0	1	1	0
Gm46613	0	0	0	0	0	0	0	0
Fam170a	0	0	0	0	0	0	0	0
Pudp	0	0	0	0	0	0	0	0
Prr16	0	0	0	0	0	0	0	0
Gm25739	0	0	0	0	0	0	0	0
Gm41722	0	0	0	0	0	0	0	0
Gm25785	0	0	0	0	0	0	0	0
Gm41723	0	0	0	0	0	0	0	0
Gm22259	0	0	0	0	0	0	0	0
Ftmt	0	0	0	0	0	0	0	0
Srfbp1	1591	1632	1778	1922	1417	1576	1382	1484
Lox	1	0	0	0	1	0	0	0
Gm41724	0	0	0	0	0	0	0	0
Zfp474	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0
Gykl1	0	0	0	0	0	0	0	0
Gm41725	0	0	0	0	0	0	0	0
Sncaip	0	0	0	0	0	0	0	0
Gm51263	0	0	0	0	0	0	0	0
Snx2	2567	2669	2981	3071	2459	2798	2594	2583
Snx24	1	1	0	1	0	1	1	0
LOC115488927	0	0	0	0	0	0	0	0
Ppic	257	212	282	274	221	247	240	235
Gm41726	0	0	0	0	0	0	0	0
Prdm6	0	0	1	0	0	0	0	0
Gm19466	3	3	1	6	2	2	2	5
Cep120	1880	1873	1864	1985	1607	1885	1750	1669
Gm41728	0	0	0	0	0	0	0	0
Csnk1g3	1910	1806	1940	1964	1671	1934	1690	1693
Gm41729	0	0	0	0	0	0	0	0
Gm41730	0	0	0	0	0	0	0	0
Gm33675	0	0	0	0	0	0	0	0
Redrum	0	0	0	0	0	0	0	0
4933434P08Rik	0	0	0	0	0	0	0	0
Gm52356	0	0	0	0	0	0	0	0
9330117O12Rik	0	0	0	0	0	0	0	0
LOC115488957	0	0	0	0	0	0	0	0
Gm33732	0	0	0	0	0	0	0	0
Zfp608	64	67	63	68	113	135	134	139
Gm4221	4	0	0	0	1	1	4	1
Gm41731	0	0	0	0	0	0	0	0
Gm34011	0	0	0	0	0	0	0	0
Gm34233	0	0	0	0	0	0	0	0
Gm34295	0	0	0	0	0	0	0	0
Gm41733	0	0	0	0	0	0	0	0
Gm41734	0	0	0	0	0	0	0	0
Gm34345	0	0	0	0	0	0	0	0
Gm52332	0	0	0	0	0	0	0	0
Gm41736	0	0	0	0	0	0	0	0
Gm23555	0	0	0	0	0	0	0	0
Gramd3	2075	2027	2296	2258	2055	2448	2191	2163
LOC102637792	8	11	15	15	16	13	11	19
Aldh7a1	1377	1272	1362	1449	1110	1277	1211	1158
Mir1258	2	1	1	2	0	1	2	2
Phax	1987	1834	2145	2282	1719	1866	1698	1848
Tex43	1	0	2	1	1	1	1	3
Gm41738	6	6	12	4	5	7	12	6
Lmnb1	14793	14947	15929	16874	12424	15175	13764	13467
Marchf3	32	34	23	35	23	35	21	19
Gm15345	1	1	1	0	0	1	1	2
Gm34632	33	17	19	18	13	12	13	13
Gm10536	0	0	0	0	0	0	0	1
C330018D20Rik	356	362	447	372	346	387	341	307
Megf10	0	0	0	0	0	0	0	0
LOC115488949	0	0	0	0	0	0	0	0
Prrc1	1403	1415	1470	1496	1260	1550	1365	1308
Gm19500	0	1	0	0	0	0	0	1
Gm34982	0	1	1	1	0	0	3	0
Ctxn3	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0
Ccdc192	0	0	0	0	0	0	0	0
4930511M06Rik	0	0	0	0	0	0	0	0
2210409D07Rik	0	0	0	0	0	0	0	0
Gm26038	0	0	0	0	0	0	0	0
Gm19519	0	0	0	0	0	0	0	0
Gm35751	0	0	0	0	0	0	0	0
Slc12a2	1463	1478	1544	1742	1381	1405	1410	1449
Fbn2	0	0	0	0	0	0	0	0
Gm41741	0	0	0	0	0	0	0	0
Gm26507	0	0	0	0	0	0	0	0
Gm52334	0	0	0	0	0	0	0	0
Slc27a6	13	14	10	13	10	18	18	12
Gm23270	0	0	0	0	0	0	0	0
Isoc1	3172	3189	3464	3708	2638	3068	2864	2764
LOC115488953	0	0	0	0	0	0	0	0
Adamts19	0	0	0	0	0	0	0	0
Minar2	0	0	0	0	0	0	0	0
Chsy3	0	0	0	0	0	0	0	0
Gm52338	0	0	0	0	0	0	0	0
Mir6355	0	0	0	0	0	0	0	0
Gm35234	0	0	0	0	0	0	0	0
Gm41742	0	0	0	0	0	0	0	0
Gm4951	24	26	29	31	14	12	17	13
Gm45947	0	0	0	0	0	0	0	0
Gm4841	45	49	45	47	35	29	41	22
Gm46635	6	1	5	3	3	2	2	1
F830016B08Rik	18	23	16	13	10	11	10	10
Iigp1	5233	4411	4979	5767	3014	2974	2921	2906
Smim3	679	638	700	732	538	659	564	558
Gm46628	0	2	4	2	0	2	0	4
Dctn4	2108	2198	2282	2393	1870	2282	2071	2066
Gm52358	10	3	10	5	7	4	5	7
Rbm22	3658	3514	3833	3892	3176	3514	3211	3245
Myoz3	2	0	5	4	2	4	2	3
Synpo	296	307	317	320	189	284	248	233
G630071F17Rik	0	0	0	0	0	0	0	0
Ndst1	2024	1953	1951	2018	1271	1476	1436	1396
Rps14	32767	30463	33812	34795	26016	30824	28252	28404
Cd74	943	851	1008	968	1048	1142	1044	1085
Mir5107	0	0	2	0	0	0	1	2
Tcof1	14884	14448	14649	15884	12582	14033	13015	12825
Gm41744	0	0	0	0	0	0	0	0
Gm41745	0	0	0	0	0	0	0	0
Arsi	0	0	0	0	0	1	0	0
Camk2a	10	8	10	5	9	3	11	8
Mir7220	0	0	0	0	0	0	0	0
Mir6982	0	0	0	0	0	0	0	0
Gm46632	0	0	0	0	0	0	0	1
Slc6a7	0	0	0	0	0	0	0	0
Cdx1	0	0	0	0	0	0	0	0
Gm52351	0	0	0	0	0	0	0	0
Pdgfrb	57	55	39	47	43	45	43	41
Csf1r	1	1	1	1	2	2	2	2
Mir6983	0	0	0	0	0	0	0	0
Gm52352	0	1	0	0	0	0	0	0
Hmgxb3	3162	2964	3175	3364	2720	3013	2793	2752
Gm26403	16	15	15	12	11	14	19	20
LOC108168367	0	2	1	0	0	0	1	0
Slc26a2	540	609	514	607	441	577	515	460
Gm52353	1	3	3	1	6	3	3	7
Pde6a	3	1	1	0	0	1	1	2
Ppargc1b	634	592	576	529	501	495	547	495
Gm46627	6	11	6	8	7	4	3	2
Mir378a	0	1	1	0	0	0	2	2
Gm52354	2	1	2	4	1	0	3	2
Lncbate10	0	0	0	0	0	0	0	0
Gm46637	0	0	0	0	0	0	0	0
Arhgef37	0	1	0	1	1	0	1	1
Csnk1a1	18244	18810	19945	20263	16401	18667	17326	16213
Gm41747	0	0	0	0	0	0	0	0
Gm35607	0	0	0	0	0	0	0	0
Bvht	2	2	2	2	0	5	0	1
Carmn	0	1	0	0	0	1	0	0
Mir145a	0	0	0	0	0	0	0	0
Mir143	0	0	0	0	0	0	0	0
Il17b	0	0	0	0	0	0	0	0
Gm38165	0	0	0	0	0	0	0	0
Pcyox1l	693	739	718	689	615	751	629	684
Grpel2	1169	1029	1057	1100	1100	1135	1042	1025
1500015A07Rik	179	168	158	127	176	187	155	145
Afap1l1	6	11	6	15	7	8	9	14
Gm41748	0	0	0	0	0	0	0	0
Ablim3	0	0	0	0	0	0	0	0
Gm35720	0	0	0	0	0	0	0	0
Sh3tc2	0	1	0	0	0	0	0	0
Gm35778	0	0	0	0	0	0	0	0
Gm35887	0	0	1	0	0	0	0	0
Gm41750	0	0	0	1	0	0	0	0
Gm36003	1	0	0	0	0	0	0	0
Adrb2	38	49	35	42	29	42	27	33
Gm9949	5	4	5	6	3	3	5	4
Gm36124	0	0	0	0	0	0	0	0
Htr4	2	1	6	2	3	1	1	3
Gm36316	0	0	0	0	0	0	0	0
Fbxo38	2812	2839	2983	3054	2427	2776	2506	2643
Spink10	0	2	0	3	0	1	4	0
Spink7	0	0	0	0	0	0	0	0
Spink13	0	0	0	1	0	1	0	0
Gm41751	0	0	0	0	0	0	0	0
Gm36598	0	0	0	0	0	0	0	0
2700046A07Rik	0	0	0	0	0	0	0	0
Gm41752	0	0	0	0	0	0	0	0
Apcdd1	19	18	24	14	22	18	28	19
Napg	1461	1340	1516	1521	1462	1534	1424	1344
Piezo2	0	0	0	0	0	0	0	1
Gm36651	0	0	0	0	0	0	0	0
Gm26972	0	0	0	0	0	0	0	0
Gm23581	0	0	0	0	0	0	0	0
Gm22210	0	0	0	0	0	0	0	0
Gm24848	0	0	0	0	0	0	0	0
Txnl1	7421	7222	8128	8449	6899	7809	7247	7005
Gm41754	0	2	1	0	4	2	0	2
Gm41753	1	0	2	2	0	0	1	0
Wdr7	1063	1113	1143	1194	943	1030	1013	1038
Gm24384	0	0	0	1	0	0	0	0
St8sia3os	0	0	0	0	0	0	0	0
St8sia3	0	0	0	0	0	0	0	0
Onecut2	2	0	4	1	0	1	1	1
Fech	779	822	861	920	740	857	835	757
Nars	13808	13313	14119	15494	12693	14056	12819	12738
Atp8b1	0	0	1	0	0	0	0	0
Gm23016	0	0	0	0	0	0	0	0
Gm29860	0	0	0	0	0	0	0	0
Gm46639	0	0	0	0	0	0	0	0
Nedd4l	561	566	610	586	498	598	544	526
Gm41756	2	2	1	4	1	5	2	1
Gm52339	1	0	2	0	1	0	0	0
Mir122	0	0	0	0	0	0	0	0
Mir122b	0	0	0	0	0	0	0	0
Alpk2	74	48	59	75	68	99	94	87
Gm41757	15	10	15	9	11	16	6	17
Malt1	5520	6102	6135	5740	5609	6528	6004	5694
Gm41758	0	0	1	0	0	0	0	0
Gm30018	0	0	0	0	0	0	1	0
Gm41759	0	0	0	0	0	0	0	0
Zfp532	0	0	0	0	0	0	0	0
Oacyl	0	0	0	1	0	2	0	0
Sec11c	2780	2712	3016	3012	2514	2862	2643	2608
Gm30094	0	0	0	0	0	0	0	0
Grp	0	0	0	0	0	0	0	0
Rax	0	1	0	0	0	0	0	0
Cplx4	0	0	0	0	0	0	0	1
Lman1	4689	4630	4740	5123	4013	4498	4237	4175
Ccbe1	0	0	0	0	0	0	0	0
Mir694	0	0	0	0	0	0	0	0
Pmaip1	532	562	607	628	471	499	466	503
Gm9926	0	0	0	0	0	0	0	0
Gm41762	0	0	0	0	0	0	0	0
Gm22219	0	0	0	0	0	0	0	0
Gm30190	0	0	0	0	0	0	0	0
